"Link","Abstract","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/105014750253?origin=resultslist","The security of Internet of Things (IoT) ecosystems is crucial for maintaining user trust and facilitating widespread adoption. Machine Learning (ML) based Intrusion Detection and Prevention Systems (IDS/IPS) are frequently used to protect IoT networks, yet they are susceptible to adversarial attacks (AAs) and lack formal verifiability of their robustness. It has been demonstrated that meticulously designed AAs can alter the classification of ML-based IDSs, rendering them ineffective and posing risks to lives and physical infrastructure in safety-critical systems. This paper addresses these issues by introducing PROTECTION: a Provably RObust Intrusion DeTECTion system for IoT through recursive delegatION, which combines formal methods with ensemble machine learning. To enhance the robustness of ensemble ML models, we utilise Satisfiability-Modulo-Theory (SMT) to formally verify the classifier’s robustness, ensuring that output probabilities remain outside a thick decision boundary even when small perturbations are applied to the inputs. If a classifier fails to meet this criterion on any training sample, we reassign the training task to other classifiers that are iteratively trained until all samples are trained in accordance with the required property. The efficacy of the final ensemble model is thoroughly tested against various input perturbations and AAs using SMT based formal verification. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Adversarial attacks; Formal Methods; Internet-of-Things; Intrusion Detection Systems; Trustworthy Machine learning","Adversarial machine learning; Computer crime; Formal logic; Formal verification; Internet of things; Iterative methods; Learning systems; Machine learning; Network intrusion; Network security; Safety engineering; Security systems; Decision boundary; Intrusion detection and prevention systems; Intrusion Detection Systems; Machine learning models; Machine-learning; Safety critical systems; Satisfiability modulo Theories; Small perturbations; Trustworthy machine learning; Verifiability; Intrusion detection"
"https://www.scopus.com/pages/publications/85214297566?origin=resultslist","Internet of Things (IoT) platforms, particularly smart home platforms providing significant convenience to people’s lives, such as Apple HomeKit and Samsung SmartThings, allow users to create automation rules through trigger-action programming. However, some users may lack the necessary knowledge to formulate automation rules, thus preventing them from fully benefiting from the conveniences offered by smart home technology. To address this, smart home platforms provide predefined automation policies based on the smart home devices registered by the user. Nevertheless, these policies, being pregenerated and relatively simple, fail to adequately cover the diverse needs of users. Furthermore, conflicts may arise between automation rules, and integrating conflict detection into the IoT platform increases the burden on developers. In this article, we propose AutoIoT, an automated IoT platform based on large language models (LLMs) and formal verification techniques, designed to achieve end-to-end automation through device information extraction, LLM-based rule generation, conflict detection, and avoidance. AutoIoT can help users generate conflict-free automation rules and assist developers in generating codes for conflict detection, thereby enhancing their experience. A code adapter has been designed to separate logical reasoning from the syntactic details of code generation, enabling LLMs to generate code for programming languages beyond their training data. Finally, we evaluated the performance of AutoIoT and presented a case study demonstrating how AutoIoT can integrate with existing IoT platforms. © 2014 IEEE.","Automation rules; conflict detection; formal verification; Internet of Things (IoT); large language model (LLM); smart home","Formal verification; Automation policy; Automation rule; Conflict detection; Internet of thing; Language model; Large language model; Policy-based; Samsung; Smart Home Technology; Smart homes; Smart manufacturing"
"https://www.scopus.com/pages/publications/85182389708?origin=resultslist","IoT systems' complexity and susceptibility to failures pose significant challenges in ensuring their reliable operation. Failures can be internally generated or caused by external factors, impacting both the system's correctness and its surrounding environment. To investigate these complexities, various modeling approaches have been proposed to raise the level of abstraction, facilitating automation and analysis. Failure-Logic Analysis (FLA) is a technique that helps predict potential failure scenarios by defining how a component's failure logic behaves and spreads throughout the system. However, manually specifying FLA rules can be arduous and error-prone, leading to incomplete or inaccurate specifications. In this paper, we propose adopting testing methodologies to improve the completeness and correctness of these rules. How failures may propagate within an IoT system can be observed by systematically injecting failures, while running test cases to collect evidence useful to add, complete and refine FLA rules.  © 2023 IEEE.","Internet of Things; Model-Based Testing; Model-Driven Engineering; Software Analysis","Computer circuits; Failure (mechanical); Model checking; Safety engineering; Safety testing; Software testing; Analysis rules; Failure logic; Logic analysis; Model based testing; Model-driven Engineering; Safety analysis; Software analysis; System susceptibility; Systems complexity; Testing technique; Internet of things"
"https://www.scopus.com/pages/publications/85062879597?origin=resultslist","The Internet of Things paradigm implementation is infeasible without the interoperability aspect fulfillment. Both the diversity of 'smart' devices involved and the difference of Internet protocols used make it a challenging task to achieve the true interoperability. Moreover, there is still an open question concerning the consistency of certain potentially interoperable Internet of Things solution. With this statement in mind, the approach to the Internet of Things solutions consistency checking has been proposed. These solutions are assumed to be implemented on the basis of Web Services. The proposed approach has been grounded on the concept of 'action' providing the scalable and reconfigurable way for formal model description. To describe the framework, a Kripke structure has been used. The applicability of proposed approach has been discussed on the basis of smart home scenario as a case study. To formulate the recommendations regarding the automation of model checking procedure, two opposite approaches to state space search have been contemplated - the Breadth-first Search and the Depth-first Search. © 2018 IEEE.","Internet of Things; Interoperability; Model Checking; Temporal Logic of Actions; Web Services","Automation; Interoperability; Model checking; Web services; Websites; Consistency checking; Formal modeling; Kripke structure; Model description; Models checking; Reconfigurable; Smart devices; Smart homes; Temporal logic of actions; Webs services; Internet of things"
"https://www.scopus.com/pages/publications/85115998648?origin=resultslist","In recent years, the Transport Layer Security (TLS) protocol has enjoyed rapid growth as a security protocol for the Internet of Things (IoT). In its newest iteration, TLS 1.3, the Internet Engineering Task Force (IETF) has standardized a zero round-trip time (0-RTT) session resumption sub-protocol, allowing clients to already transmit application data in their first message to the server, provided they have shared session resumption details in a previous handshake. Since it is common for IoT devices to transmit periodic messages to a server, this 0-RTT protocol can help in reducing bandwidth overhead. Unfortunately, the sub-protocol has been designed for the Web and is susceptible to replay attacks. In our previous work, we adapted the 0-RTT protocol to strengthen it against replay attacks, while also reducing bandwidth overhead, thus making it more suitable for IoT applications. However, we did not include a formal security analysis of the protocol. In this work, we address this and provide a formal security analysis using OFMC. Further, we have included more accurate estimates on its performance, as well as making minor adjustments to the protocol itself to reduce implementation ambiguity and improve resilience. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Formal verification; Network; Protocol; Security","Humans; Internet of Things; Bandwidth; Cost reduction; Internet of things; Internet protocols; Network security; Security systems; Bandwidth overheads; Formal security analysis; Internet engineering task forces; Network; Rapid growth; Replay attack; Security; Security protocols; Transport layer security; Transport layer security protocols; human; Formal verification"
"https://www.scopus.com/pages/publications/85041420234?origin=resultslist","The proliferation of connected devices has motivated a surge in the development of cryptographic protocols to support a diversity of devices and use cases. To address this trend, we propose continuous verification, a methodology for secure cryptographic protocol design that consists of three principles: (1) repeated use of verification tools; (2) judicious use of common message components; and (3) inclusion of verifiable model specifications in standards. Our recommendations are derived from previous work in the formal methods community, as well as from our past experiences applying verification tools to improve standards. Through a case study of IETF protocols for the IoT, we illustrate the power of continuous verification by (i) discovering flaws in the protocols using the Cryptographic Protocol Shapes Analyzer (CPSA); (ii) identifying the corresponding fixes based on the feedback provided by CPSA; and (iii) demonstrating that verifiable models can be intuitive, concise and suitable for inclusion in standards to enable third-party verification and future modifications. © 2017 Copyright held by the owner/author(s). Publication rights licensed to Association for Computing Machinery.","Cryptographic protocols; IoT; Verification","Case-studies; Common messages; Cryptographic protocols; IoT; Model specifications; Power; Protocol design; Protocol development; Third-party verification; Verification tools; Authentication Protocol"
"https://www.scopus.com/pages/publications/0032153859?origin=resultslist","The state-explosion problem of formal verification has obstructed its application to large-scale software systems. In this article, we introduce a set of new condensation theories: IOT-failure equivalence, IOT-state equivalence, and firing-dependence theory to cope with this problem. Our condensation theories are much weaker than current theories used for the compositional verification of Petri nets. More significantly, our new condensation theories can eliminate the interleaved behaviors caused by asynchronously sending actions. Therefore, our technique provides a much more powerful means for the compositional verification of asynchronous processes. Our technique can efficiently analyze several state-based properties: boundedness, reachable markings, reachable submarkings, and deadlock states. Based on the notion of our new theories, we develop a set of condensation rules for efficient verification of large-scale software systems. The experimental results show a significant improvement in the analysis of large-scale concurrent systems. © 1998 ACM.","Algorithms; Boundedness; D.2.4[Software Engineering]: Program Verification; Experimentation; F.3.1[Logics and Meanings of Programs]: Specifying and Verifying and Reasoning about Programs - mechanical verification; Reliability; Theory; Verification","Large scale systems; Petri nets; Deadlock states; Reachability graphs; Software engineering"
"https://www.scopus.com/pages/publications/85122602587?origin=resultslist","Solid requirements engineering has increasingly been recognized as the key to improved, on-time, and on-budget delivery of software and systems projects. This textbook provides a comprehensive treatment of the theoretical and practical aspects of discovering, analyzing, modeling, validating, testing, and writing requirements for systems of all kinds, with an intentional focus on software-intensive systems. It brings into play a variety of formal methods, social models, and modern requirements for writing techniques to be useful to the practicing engineer. This book was written to support both undergraduate and graduate requirements engineering courses. Each chapter includes simple, intermediate, and advanced exercises. Advanced exercises are suitable as a research assignment or independent study and are denoted by an asterisk. Various exemplar systems illustrate points throughout the book, and four systems in particular-a baggage handling system, a point of sale system, a smart home system, and a wet well pumping system-are used repeatedly. These systems involve application domains with which most readers are likely to be familiar, and they cover a wide range of applications from embedded to organic in both industrial and consumer implementations. Vignettes at the end of each chapter provide mini-case studies showing how the learning in the chapter can be employed in real systems. Requirements engineering is a dynamic field and this text keeps pace with these changes. Since the first edition of this text, there have been many changes and improvements. Feedback from instructors, students, and corporate users of the text was used to correct, expand, and improve the material. This third edition includes many new topics, expanded discussions, additional exercises, and more examples. A focus on safety critical systems, where appropriate in examples and exercises, has also been introduced. Discussions have also been added to address the important domain of the Internet of Things. Another significant change involved the transition from the retired IEEE Standard 830, which was referenced throughout previous editions of the text, to its successor, the ISO/IEC/IEEE 29148 standard. © 2018 by Taylor & Francis Group, LLC. All rights reserved.","",""
"https://www.scopus.com/pages/publications/85106441619?origin=resultslist","Typically, third parties must not capture the data transmitted in IoT (Internet of Things) constituted of the devices with limited capacities and different configurations. Hence, proposals for safety communications are analyzed to identify if it consumes lower energy through formal methods, simulations and measurements. However, the two last limit the evaluation with a finite set of scenarios. For this reason, this study used a systematic methodology to investigate formal methods used by articles in the context of the low-power security solution for IoT. The results correspond to a diversity of mathematics tools, research topics, analytical strategies, and other information to motivate the use of formal methods to generalize the evaluation of new research with an unambiguous description in all potential scenarios. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.","",""
"https://www.scopus.com/pages/publications/85140714515?origin=resultslist","The Internet of Things (IoT) has been wildly used in various fields of our lives, such as health care, smart environment, transportation, etc. However, the existing research on IoT mainly concentrates on its practical applications, and there is still a lack of work on modelling and reasoning about IoT systems from the perspective of formal methods. Therefore, the Calculus of the Internet of Things (CaIT) has been proposed to model the interactions among components and verify the network deployment to ensure the quality and reliability of IoT systems. Unfortunately, the CaIT calculus can only support point-to-point communication, while broadcast communication is more common in IoT systems. Therefore, this paper updates the CaIT calculus by replacing its communication primitive with the broadcast. Based on the Unifying Theories of Programming (UTP), we further explore its denotational semantics and algebraic semantics, with a special focus on broadcast communication, actions with the timeout (e.g. input actions and migration actions), and channel restriction. To facilitate the algebraic exploration of parallel expansion laws, we further extend the CaIT calculus with a new concept called guarded choice, which allows us to transform each program into the guarded choice form. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Algebraic semantics; Denotational semantics; IoT; The CaIT calculus; UTP","Algebra; Calculations; Formal methods; Semantics; Algebraic semantic; Broadcast communication; Communication actions; Communication primitives; Denotational semantics; Network deployment; Point-to-point communication; Smart environment; The calculus of the internet of thing calculus; Unifying Theories of Programming; Internet of things"
"https://www.scopus.com/pages/publications/85067981378?origin=resultslist","In a growing number of domains, such as IoT for e-health and smart cities, the provisioning of end-to-end services to the users depends on the proper interoperation of multiple systems, forming a new distributed system, often subject to timing constraints. To ensure interoperability and integrity, it is important to conduct integration tests that verify the interactions with the environment and between the system components in key scenarios. To solve the test automation challenges, we propose algorithms for decentralized conformance checking and test input generation, and for checking and enforcing the conditions (local observability and controllability) that allow decentralized test execution. With this, we expect to improve the fault detection and localization capabilities and reduce the communication overhead comparatively to other model-based testing approaches. Our approach will be validated using real case studies from industrial partners. © 2019 IEEE.","Control lability; Distributed Systems; Integration Testing; Model-Based Testing; Observability; Time-constraints; UML","Distributed computer systems; Fault detection; Integration; Interoperability; Model checking; Observability; Communication overheads; Conformance checking; Distributed systems; Fault detection and localization; Local observability; Model based testing; Model-based testing approaches; Time constraints; Integration testing"
"https://www.scopus.com/pages/publications/85207858586?origin=resultslist","IoT-Cloud environments are being increasingly adopted for the deployment of applications and particularly resource-oriented ones. However, ensuring correct communications during the execution of IoT applications is not guaranteed. In fact, a substantial class of applications is intended to run on constrained IoT networks. Moreover, IoT devices exchange the data derived from various Cloud providers and in accordance with different protocols. In this paper, we propose a formal approach to model and verify the applications deployed over IoT-Cloud environments. The proposed model encompasses four verification levels: the Structural, Functional, Operational and Behavioral levels. Therefore, we opted for the Event-B formal method that allows gradual problems decomposition by relying on its refinement capabilities. The proposed approach has proven its efficiency for the modeling and the verification of IoT applications. We applied mathematical proof-based method to verify the model since it provides rigorous reasoning. We also employed the ProB animator to proceed in the validation of the model.  © 2024 IEEE.","Behavioral Verification; Cloud; Event-B; Functional; IoT applications; Operational; Structural Verification","Behavioral verification; Cloud environments; Cloud providers; Different protocols; Event-B; Formal modeling and verification; Functionals; IoT application; Operational; Structural verification; Cloud platforms"
"https://www.scopus.com/pages/publications/85019601419?origin=resultslist","Analysis, exploration, and visualization of time-oriented data are ubiquitous tasks in various application domains, all of which involve the execution of temporal queries. Prior research in interactively specifying the time component for such queries has been focused on defining temporal relationships in data, i.e., querying event sequences through ordinal patterns. However, there has been much less emphasis on how to specify time as a quantitative data dimension in temporal queries. Motivated by the advent of the Internet of Things (IoT), we present a formal model that can be used to represent complex time specifications. Our model is the first step in an effort to enhance temporal user interfaces that enables discrete time specifications through a visual query interface. Copyright © 2017 by the Association for Computing Machinery, Inc. (ACM).","Query interfaces; Query specification; Temporal queries; Visual query language","Data visualization; Graphical user interfaces; Human engineering; Internet of things; Query languages; User interfaces; Visual languages; Internet of thing (IOT); Quantitative data; Query interfaces; Query Specification; Temporal queries; Temporal relationships; Time-oriented datum; Visual query languages; Specifications"
"https://www.scopus.com/pages/publications/85089304593?origin=resultslist","In this article, we design, develop, and evaluate a wireless virtualization (WiVi) architecture for wireless networking for emerging Internet of Things (IoT) or 5G network applications by using a three-layer game theory model. WiVi is regarded as an emerging network paradigm to support different network service requirements (delay sensitive, bandwidth hungry, high data rate, etc.) for different IoT applications. In the proposed three-layer game model, interactions among three entities: 1) wireless resource providers (WRPs); 2) mobile virtual network operators (MVNOs); and 3) their subscribed wireless users (i.e., IoT devices), are formulated as strategies to optimize their respective utilities. The WiVi enables WRPs (also known as layer-1 leaders in the three-layer game) to sublease their wireless resources to MVNOs (also known as layer-2 leaders in the three-layer game) through RF slicing and adaptively setting their prices for subleasing. The MVNOs set the optimal competitive prices to attract more end-users/IoT devices (also known as followers in the three-layer game) to maximize their utilities. The end-users (IoT devices) maximize their data rates (i.e., utilities) by meeting the imposed quality of service (QoS) requirements and budget constraints. We investigate formal analysis of the uniqueness and existence of the equilibrium point of the three-layer game. Performance is evaluated using simulation results. Results show that the proposed three-layer game has unique and optimal equilibrium game. The numerical results show maximized utilities for WRPs, MVNOs, and IoT devices/users. © 2014 IEEE.","Game theory; Internet of Things (IoT); wireless network virtualization; wireless virtualization (WiVi)","5G mobile communication systems; Budget control; Costs; Game theory; Network architecture; Quality of service; Virtualization; Wireless networks; Competitive prices; Game theory models; Internet of Things (IOT); Mobile virtual network operator; Qualityof-service requirement (QoS); Wireless networking; Wireless resources; Wireless virtualization; Internet of things"
"https://www.scopus.com/pages/publications/85123636454?origin=resultslist","Established Internet of Things (IoT) platforms suffer from their inability to determine whether an IoT app is secure or not. A security analysis system (SAS) is a protective shield against any attack that breaks down data privacy and security. Its main task focuses on detecting malware and verifying app behavior. There are many SASs implemented in various IoT applications. Most of them build on utilizing static or dynamic analysis separately. However, the hybrid analysis is the best for obtaining accurate results. The SAS provides an effective outcome according to many criteria related to the analysis process, such as analysis type, characteristics, sensitivity, and analysis techniques. This paper proposes a new hybrid (static and dynamic) SAS based on the model-checking technique and deep learning, called an HSAS-MD analyzer, which focuses on the holistic analysis perspective of IoT apps. It aims to analyze the data of IoT apps by (1) converting the source code of the target applications to the format of a model checker that can deal with it; (2) detecting any abnormal behavior in the IoT application; (3) extracting the main static features from it to be tested and classified using a deep-learning CNN algorithm; (4) verifying app behavior by using the model-checking technique. HSAS-MD gives the best results in detecting malware from malicious smart Things applications compared to other SASs. The experimental results of HSAS-MD show that it provides 95%, 94%, 91%, and 93% for accuracy, precision, recall, and F-measure, respectively. It also gives the best results compared with other analyzers from various criteria. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Data security; Smart homes; Software verification; Triggers/actions","Data privacy; Deep learning; Intelligent buildings; Internet of things; Malware; Model checking; Security systems; Analysis system; Break down; Data privacy and securities; Hybrid securities; Malware detection; Model-checking techniques; Security analysis; Smart homes; Software verification; Trigger/action; Automation"
"https://www.scopus.com/pages/publications/85164238360?origin=resultslist","Lightweight Machine to Machine (LwM2M) is an open industry standard built to provide a means to remotely perform service enablement and application management for the Internet of Things (IoT). It is a communication protocol used between a client software on an IoT device, and a server software. Modelling, formal verification and validation are crucial and necessary to increase protocol reliability. In this paper, we propose a refinement-based approach that helps us to model, to validate and to verify gradually the LwM2M specification, which was carried out using Event-B and Rodin/ProB frameworks. We present a formal model of the LwM2M client, and we verify deadlock freedom and some functional safety properties like consistency of its configuration. The verification is ensured by theorem prover and model checking techniques, and the validation is supported by animation and bounded exploration of the client formal model. Moreover, the transformation into Event-B opens several possibilities to analyse existing implementations of the LwM2M client and to derive both test cases and executable code.  © 2023 Inderscience Enterprises Ltd.","device management; event-B; internet of things; IoT; lightweight protocols; OMA LwM2M; V&V; verification and validation","Formal verification; Internet protocols; Model checking; Device management; Event-B; Formal modeling; Industry standards; Lightweight machines; Lightweight protocols; Machine to machines; OMA LwM2M; V/V; Verification-and-validation; Internet of things"
"https://www.scopus.com/pages/publications/85081155834?origin=resultslist","The development of strong smart grid and ubiquitous power Internet of things is a new trend of power grid construction, and new power services emerge. Massive transmission of data brings new challenges to the interaction of power communication networks. Network node interaction protocol verification technology has important advantages in ensuring network interaction performance. In this paper, the typical power communication services and their requirements are studied, based on this, a node interaction protocol model for power services is proposed. Finally, based on the traditional model checking idea and basic flow, combined with the requirements of power multi-service scenario, the verification method of service node interaction model considering resource constraints is studied, and the implementation scheme of interactive model checking tool for power business is proposed. In order to ensure the performance of power communication network interaction, improve the transmission efficiency of massive new power communication services, and provide theoretical support for the implementation of the strategy of three types and two networks. © 2019 IEEE.","model checking; network interaction; power communication network; power service","Electric power transmission networks; Information management; Model checking; Implementation scheme; Inter-action protocols; Interactive modeling; Network interaction; Power communication networks; power service; Transmission efficiency; Transmission of data; Smart power grids"
"https://www.scopus.com/pages/publications/85163064321?origin=resultslist","Now-a-days, service composition is an interesting mechanism in various fields, such as the Internet of Things (IoT), Cloud Computing, and Software-defined networks. Service composition aims to allow interactions among user requirements and their components. Several research studies have been performed on the formal verification to validate the service composition. However, less attention is paid to the service composition validation (completeness and correctness) in the IoT environment using business processes (BPs). Therefore, this paper provides a validated service composition (VSC) approach in the IoT environment. This approach considers the look-up table and Triple Graph Grammar (TGG) rule for the service composition. Look-up table enables to establish a one-to-one relationship between business process (BP) and service composition. This table has limitations in-terms of representation. So, the TGG rule is used to establish the m-to-n relationships. The BP elements are mapped with the service composition, but the backward transformation is not possible. An algorithm is designed for validation purposes. The case study related to healthcare, i.e., clinical decision support system (CDSS), is used to evaluate the proposed approach. Various dynamic features are considered to compare the VSC with the existing approaches. The novelty of this paper is to prove the VSC is complete but not correct. The effectiveness of the VSC is shown in terms of validation and execution time with respect to BPs. © 2023 IEEE.","Business Process; Clinical Decision Support System; Look-up Table; Service Composition; TGG Rule; Validation","Artificial intelligence; Decision support systems; Formal languages; Quality of service; Table lookup; Business Process; Clinical decision support systems; Grammar rules; Lookup tables (LUTs); Process-based; Services composition; Triple graph grammar rule; Triple graph grammars; User-centric; Validation; Internet of things"
"https://www.scopus.com/pages/publications/105031354465?origin=resultslist","NHAs, such as service accounts, bots, and IoT devices, are an essential component of today’s computing ecosystems, but continue to be under-addressed in the current IAM frameworks 1. Being privileges without supervision, such an enhanced role of responsibility becomes often exposed to being a point of frequent exploitation, misuse and policy misconfiguration. To fill this void, we present a hybrid security framework for combining game-theoretic attack–defense modeling with formal verification of IAM policies. The game-theoretic model yields optimal defense strategies for preventing resource abuse, whereas formal methods (such as Z3, Alloy, SPIN) guarantee correctness and resilience to misconfigurations. In contrast, previous IAM methods consider them separately 3, our dual-pronged model preserves NHAs with end-to-end pipeline. Experimental results show the proposed approach could decrease access violation by 94 percent and improve average response time by 1–2 s over the traditional IAM solutions. This paper presents a strict, scalable and verifiable solution to NHA security, it is theoretical and application-oriented, suitable for enterprise and cloud. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.","Access Control; Cybersecurity; Formal Methods; Game Theory; Identity and Access Management (IAM); Non-Human Accounts (NHAs)","Access control; Computation theory; Cybersecurity; Formal verification; Network security; 'current; Computing ecosystems; Cyber security; Formal approach; Game-theoretic; Identity and access management; Identity and access managements; Management frameworks; Misconfigurations; Non-human account; Game theory"
"https://www.scopus.com/pages/publications/85063775209?origin=resultslist","Current approaches for portability of real-time operating systems (RTOSs) for embedded systems are largely based on manual coding, which is arduous and error prone. With increasing dependability requirements for cyber physical systems, specially within the Internet of Things (IoT), along with the expected great diversity of hardware platforms, software platforms will only remain competitive in the long run if they guarantee correct operation and easy deployment to every hardware platform. In this scenario, a new approach to the development and portability of RTOSs that guarantees correct implementations for all current and future devices and hardware architectures becomes indispensable.We present a framework for automatic RTOS portability that integrates model-based design and formal methods into dependable embedded software development. We focus specially on modeling the interaction between software and hardware in order to generate low-level code. This enables automatic portability for hardware-related parts of the OS (i.e., context switching, memory management, security aspects, etc,) as well as for on-chip peripheral drivers (i.e., timers, I/O, etc.).With our framework we will be able to prove the consistency of the refinements as well as that the RTOS model fulfills various functional and non-functional requirements. Automatic code generation guarantees that the model is correctly translated to machine language, avoiding implementation mistakes common to manual coding. Changes on the software, for bug fixes or testing of new concepts, for example, do not require knowledge of the target architectures, since they are done on the model and are immediately reflected in all implementations upon code generation, assuring consistency across platforms. © 2019 IEEE.","Code generation; Event-B; Formal modeling; IoT; RTOS portability","Automatic programming; Codes (symbols); Computer operating systems; Computer software portability; Embedded systems; Fixed platforms; Internet of things; Portable equipment; Real time systems; Software design; Software testing; Automatic code generations; Code Generation; Event-B; Formal model; Internet of thing (IOT); Non-functional requirements; Real time operating system; Software and hardwares; Formal methods"
"https://www.scopus.com/pages/publications/85100409585?origin=resultslist","Context-aware and pervasive systems are growing in the market segments. This is due to the expansion of Internet of things (IoT) devices. Current solutions rely on centralized services provided by servers gathering all requests and performing pre-defined computations involving pre-defined devices. Large-scale IoT scenarios, involving adaptation and unanticipated devices, call for alternative solutions. We propose here a new type of services, built and composed on-demand, arising from the interaction of multiple sensors and devices working together as a decentralized collective adaptive system. Our solution relies on a bio-inspired coordination model providing a communication platform among multiagent systems working on behalf of these devices. Each device provides few simple services and data regarding its environment. On-demand services derive from the collective interactions among multiple sensors and devices. In this article, we investigate the design and implementation of such services and define a new approach that combines coordination model and reinforcement learning, in order to ensure reliable services and expected quality of services (QoS), namely convergence of composition, of coherent result and convergence of learning. We present an IoT scenario showing the feasibility of the approach and preliminary results. © Springer Nature Switzerland AG 2018.","Bio-inspired systems; Collective adaptive system; Coordination model; Multi-agent learning; On-demand services; Reinforcement Learning; Reliable services","Adaptive systems; Biomimetics; Distributed database systems; Formal methods; Internet of things; Multi agent systems; Reinforcement learning; Alternative solutions; Communication platforms; Coordination model; Design and implementations; Internet of Things (IOT); Multiple sensors; On-demand services; Pervasive systems; Learning systems"
"https://www.scopus.com/pages/publications/84979057683?origin=resultslist","Distributed algorithms have numerous mission-critical applications in embedded avionic and automotive systems, cloud computing, computer networks, hardware design, and the internet of things. Although distributed algorithms exhibit complex interactions with their computing environment and are difficult to understand for human engineers, computer science has developed only very limited tool support to catch logical errors in distributed algorithms at design time. In the last two decades we have witnessed a revolutionary progress in software model checking due to the development of powerful techniques such as abstract model checking, SMT solving, and partial order reduction. Still, model checking of fault-tolerant distributed algorithms poses multiple research challenges, most notably parameterized verification: verifying an algorithm for all system sizes and different combinations of faults. In this paper, we survey our recent results in this area which extend and combine abstraction, partial orders, and bounded model checking. Our results demonstrate that model checking has acquired sufficient critical mass to build the theory and the practical tools for the formal verification of large classes of distributed algorithms. © Springer International Publishing Switzerland 2016.","","Algorithms; Complex networks; Computation theory; Computer hardware; Distributed computer systems; Embedded systems; Fault tolerance; Formal verification; Human computer interaction; Information science; State space methods; Abstract model-checking; Automotive Systems; Bounded model checking; Computing environments; Mission critical applications; Parameterized verifications; Partial order reductions; Software model checking; Model checking"
"https://www.scopus.com/pages/publications/85143251920?origin=resultslist","Smart building value-added capabilities are gaining significant attention from various stakeholders, including the general public, researchers, and industry. One such capability is well-being, a composition of multiple atomic capabilities that characterize a smart building. Atomic functions that compose a well-being capability include temperature, noise level, pollution level, and humidity, to name a few. Multiple efforts have addressed this specific capability and its composition requirements and techniques from standardization, technical, and quality of service aspects. One such effort is the IoT and CPS Composition Framework (ICCF), a novel framework for rapid modeling, specifying, verifying, and prototyping IoT and CPS capabilities. ICCF relies on the NIST CPS Framework guidelines to address different stakeholders' concerns; it also leverages composition semantics inspired by the mPlane platform to describe entities and interactions intuitively. In addition, it uses the Temporal Logic of Actions + (TLA+) formal verification techniques to verify the correctness of core functions. This work leverages the ICCF framework to provide the following contributions: i) description of a stakeholder-defined well-being composition capability based on the ICCF framework foundations, ii) an in-depth characterization of the well-being capability, iii) considerations regarding the formal aspects of the well-being capability, including verifying its correctness, deadlock, and state-space, iv) implementation of the composite capability using a lightweight microservices environment, v) discussion of results based on the different domains of interest including residential buildings and factories. Finally, a summary of this effort is provided, and challenges to capabilities composition as well as future plans for improvement are highlighted.  © 2022 IEEE.","Composition; Cyber-Physical Systems(CPS); Formal Verification; Internet of Things(IoT); Micro-services; Smart Buildings; Well-being","Buildings; Cyber Physical System; Embedded systems; Internet of things; Quality of service; Semantics; Atomic function; Composition frameworks; Cybe-physical systems; Cyber-physical systems; Formal studies; General publics; Micro services; Noise levels; Technical study; Well being; Formal verification"
"https://www.scopus.com/pages/publications/85116324806?origin=resultslist","The proceedings contain 40 papers. The special focus in this conference is on Practical Applications of Agents and Multi-Agent Systems. The topics include: A Multi-agent Approach for Evacuation Support in Mountainous Areas Using UAV; a Simple Agent Based Modeling Tool for Plastic and Debris Tracking in Oceans; Multi-agent CHANS: BDI Farmer Intentions and Decision Making; modelling Individual Preferences to Study and Predict Effects of Traffic Policies; dynamical Perceptual-Motor Primitives for Better Deep Reinforcement Learning Agents; inference of the Intentions of Unknown Agents in a Theory of Mind Setting; SMASH: A Semantic-Enabled Multi-agent Approach for Self-adaptation of Human-Centered IoT; Agent-Based Modelling and Simulation of Airport Terminal Operations Under COVID-19-Related Restrictions; semantic Services Catalog for Multiagent Systems Society; towards Quantum-Secure Authentication and Key Agreement via Abstract Multi-Agent Interaction; fully Decentralized Planner-Guided Robot Swarms; winning at Any Cost - Infringing the Cartel Prohibition with Reinforcement Learning; swarm of Satellites: Implementation and Experimental Study of Multi-Agent Solution for Adaptive Scheduling of Large-Scale Space Observation Systems; towards an Online Agent Based Collision Avoidance by Mobile Edge Computing; formal Specification of Fault-Tolerant Multi-agent Systems; integrating Valence and Arousal Within an Agent-Based Model of Emotion Contagion; towards a Versatile Intelligent Conversational Agent as Personal Assistant for Migrants; Comparing Thread Migration, Mobile Agents, and ABM Simulators in Distributed Data Analysis; demonstrating Exception Handling in JaCaMo; dial4JaCa – A Demonstration; HAIL: Modular Agent-Based Pedestrian Imitation Learning; experiments on User-Centered Control of Lights in Open-Plan Office Spaces Using IoT Devices and Distributed Constraint Optimization; A DBDN with the MAS Ellipsis; nego-Bot: A Human-Robot Negotiation System.","",""
